row_number;date_bibliography;bibliography_id;db_variation_id;origin;phenotype;replicated;title;publication;databank_id;date_id
148;2009-01-01T00:00:00.000Z;19841300;rs199473215;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
149;2009-01-01T00:00:00.000Z;19841300;rs199473224;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
150;2009-01-01T00:00:00.000Z;19841300;rs199473253;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
151;2009-01-01T00:00:00.000Z;19841300;rs199473266;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
152;2009-01-01T00:00:00.000Z;19841300;rs199473310;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
153;2009-01-01T00:00:00.000Z;19841300;rs199473311;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
154;2009-01-01T00:00:00.000Z;19841300;rs199473314;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
155;2009-01-01T00:00:00.000Z;19841300;rs199473316;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
156;2009-01-01T00:00:00.000Z;19841300;rs199473325;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
157;2009-01-01T00:00:00.000Z;19841300;rs199473326;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
158;2009-01-01T00:00:00.000Z;19841300;rs199473331;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
159;2009-01-01T00:00:00.000Z;19841300;rs199473334;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
160;2009-01-01T00:00:00.000Z;19841300;rs199473397;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
161;2009-01-01T00:00:00.000Z;19841300;rs199473398;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
162;2009-01-01T00:00:00.000Z;19841300;rs199473400;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
163;2009-01-01T00:00:00.000Z;19841300;rs199473403;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
164;2009-01-01T00:00:00.000Z;19841300;rs199473411;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
165;2009-01-01T00:00:00.000Z;19841300;rs199473414;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
166;2009-01-01T00:00:00.000Z;19841300;rs199473415;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
167;2009-01-01T00:00:00.000Z;19841300;rs199473419;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
168;2009-01-01T00:00:00.000Z;19841300;rs199473422;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
169;2009-01-01T00:00:00.000Z;19841300;rs199473423;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
170;2009-01-01T00:00:00.000Z;19841300;rs199473428;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
171;2009-01-01T00:00:00.000Z;19841300;rs199473431;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
172;2009-01-01T00:00:00.000Z;19841300;rs199473436;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
173;2009-01-01T00:00:00.000Z;19841300;rs199473453;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
174;2009-01-01T00:00:00.000Z;19841300;rs199473456;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
175;2009-01-01T00:00:00.000Z;19841300;rs199473460;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
176;2009-01-01T00:00:00.000Z;19841300;rs199473466;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
177;2009-01-01T00:00:00.000Z;19841300;rs199473470;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
178;2009-01-01T00:00:00.000Z;19841300;rs199473475;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
179;2009-01-01T00:00:00.000Z;19841300;rs199473479;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
180;2009-01-01T00:00:00.000Z;19841300;rs199473480;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
181;2009-01-01T00:00:00.000Z;19841300;rs199473483;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
182;2009-01-01T00:00:00.000Z;19841300;rs199473487;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
183;2009-01-01T00:00:00.000Z;19841300;rs199473495;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
184;2009-01-01T00:00:00.000Z;19841300;rs199473496;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
185;2009-01-01T00:00:00.000Z;19841300;rs199473505;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
186;2009-01-01T00:00:00.000Z;19841300;rs199473507;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
187;2009-01-01T00:00:00.000Z;19841300;rs199473522;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
188;2009-01-01T00:00:00.000Z;19841300;rs199473524;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
189;2009-01-01T00:00:00.000Z;19841300;rs199473529;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
190;2009-01-01T00:00:00.000Z;19841300;rs199473530;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
191;2009-01-01T00:00:00.000Z;19841300;rs199473535;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
192;2009-01-01T00:00:00.000Z;19841300;rs199473543;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
193;2009-01-01T00:00:00.000Z;19841300;rs199473545;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
194;2009-01-01T00:00:00.000Z;19841300;rs199473572;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
195;2009-01-01T00:00:00.000Z;19841300;rs199473603;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
196;2009-01-01T00:00:00.000Z;19841300;rs199473618;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
197;2009-01-01T00:00:00.000Z;19841300;rs199473634;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
198;2009-01-01T00:00:00.000Z;19841300;rs28730756;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
199;2009-01-01T00:00:00.000Z;19841300;rs28937316;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
200;2009-01-01T00:00:00.000Z;19841300;rs28937317;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
201;2009-01-01T00:00:00.000Z;19841300;rs34150427;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
202;2009-01-01T00:00:00.000Z;19841300;rs36210421;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
203;2009-01-01T00:00:00.000Z;19841300;rs36210422;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
204;2009-01-01T00:00:00.000Z;19841300;rs397508068;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
205;2009-01-01T00:00:00.000Z;19841300;rs397508071;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
206;2009-01-01T00:00:00.000Z;19841300;rs397508075;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
207;2009-01-01T00:00:00.000Z;19841300;rs397508080;Not available;Not available;Not available;Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants.;Circulation;4;4,65E+12
