row_number;phenotype;db_variation_id;phenotype_category;category;phenotype_id
263;Primary dilated cardiomyopathy;rs727502897;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
264;Dilated cardiomyopathy 1L;rs727503422;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
265;Dilated cardiomyopathy 1G;rs727503632;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
266;Dilated cardiomyopathy 1Z;rs730881056;Dilated cardiomyopathy;Cardiomyopathies;9,62E+11
267;Dilated cardiomyopathy 1G;rs746831560;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
268;Dilated cardiomyopathy 1G;rs748675191;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
269;Dilated cardiomyopathy 1G;rs751457168;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
270;Dilated cardiomyopathy 1G;rs762662455;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
271;Primary dilated cardiomyopathy;rs768389033;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
272;Primary dilated cardiomyopathy;rs771803281;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
273;Dilated cardiomyopathy 1G;rs773615100;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
274;Dilated cardiomyopathy 1G;rs777095470;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
275;Dilated cardiomyopathy 1DD;rs778742738;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
276;Primary dilated cardiomyopathy;rs869025555;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
277;Primary dilated cardiomyopathy;rs869312099;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
278;Dilated cardiomyopathy 1G;rs878854426;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
279;Dilated cardiomyopathy 1DD;rs950210735;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
280;Hypertrophic cardiomyopathy;rs13441024;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
281;Hypertrophic cardiomyopathy;rs1346047270;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
282;Familial hypertrophic cardiomyopathy 1;rs1348730180;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
283;Primary familial hypertrophic cardiomyopathy;rs192722540;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
284;Familial hypertrophic cardiomyopathy 14;rs202155137;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
285;Hypertrophic cardiomyopathy;rs35813871;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
286;Hypertrophic cardiomyopathy;rs368192024;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
287;Familial hypertrophic cardiomyopathy 2;rs369181536;Hypertrophic cardiomyopathy;Cardiomyopathies;1,08E+12
288;Hypertrophic cardiomyopathy;rs376648139;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
289;Hypertrophic cardiomyopathy;rs387907267;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
290;Hypertrophic cardiomyopathy;rs397516018;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
291;Primary familial hypertrophic cardiomyopathy;rs397516022;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
292;Hypertrophic cardiomyopathy;rs397517560;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
293;Hypertrophic cardiomyopathy;rs56142888;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
294;Hypertrophic cardiomyopathy;rs61737803;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
295;Hypertrophic cardiomyopathy;rs72647877;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
296;Hypertrophic cardiomyopathy;rs745880598;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
297;Hypertrophic cardiomyopathy;rs755014620;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
298;Familial Hypertrophic Cardiomyopathy with Wolff-Parkinson-White Syndrome;rs757900380;Hypertrophic cardiomyopathy;Cardiomyopathies;6,44E+11
299;Familial hypertrophic cardiomyopathy 14;rs768615013;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
300;Familial hypertrophic cardiomyopathy 1;rs774172488;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
301;Hypertrophic cardiomyopathy;rs886048095;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
302;Hypertrophic cardiomyopathy;rs886051060;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
303;Familial hypertrophic cardiomyopathy 9;rs142108986;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
304;Hypertrophic cardiomyopathy;rs397515941;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
305;Hypertrophic cardiomyopathy;rs755392435;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
306;Long QT syndrome;rs1064792917;Long QT syndrome;Cardiomyopathies;1,29E+11
307;Long QT syndrome;rs116972153;Long QT syndrome;Cardiomyopathies;1,29E+11
308;Long QT syndrome 1;rs121912506;Long QT syndrome;Cardiomyopathies;1,21E+12
309;Long QT syndrome;rs138468216;Long QT syndrome;Cardiomyopathies;1,29E+11
310;Long QT syndrome;rs199472775;Long QT syndrome;Cardiomyopathies;1,29E+11
311;Long QT syndrome 2;rs199472938;Long QT syndrome;Cardiomyopathies;5,24E+11
312;Acquired long QT syndrome;rs199472985;Long QT syndrome;Cardiomyopathies;5,24E+11
313;Congenital long QT syndrome;rs199472988;Long QT syndrome;Cardiomyopathies;1,40E+12
314;Long QT syndrome;rs199473020;Long QT syndrome;Cardiomyopathies;1,29E+11
315;Congenital long QT syndrome;rs199473165;Long QT syndrome;Cardiomyopathies;1,40E+12
316;Congenital long QT syndrome;rs199473413;Long QT syndrome;Cardiomyopathies;1,40E+12
317;Congenital long QT syndrome;rs199473545;Long QT syndrome;Cardiomyopathies;1,40E+12
318;Long QT syndrome;rs34591340;Long QT syndrome;Cardiomyopathies;1,29E+11
319;Long QT syndrome;rs730880118;Long QT syndrome;Cardiomyopathies;1,29E+11
320;Long QT syndrome;rs753102215;Long QT syndrome;Cardiomyopathies;1,29E+11
321;Long QT syndrome;rs774966357;Long QT syndrome;Cardiomyopathies;1,29E+11
322;Long QT syndrome;rs796052205;Long QT syndrome;Cardiomyopathies;1,29E+11
323;Long QT syndrome;rs886048160;Long QT syndrome;Cardiomyopathies;1,29E+11
324;Long QT syndrome;rs886058463;Long QT syndrome;Cardiomyopathies;1,29E+11
325;Catecholaminergic polymorphic ventricular tachycardia;rs1553264645;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
326;Catecholaminergic polymorphic ventricular tachycardia;rs202015519;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
327;Catecholaminergic polymorphic ventricular tachycardia;rs202020477;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
328;Catecholaminergic polymorphic ventricular tachycardia type 1;rs762615860;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;7,90E+11
329;Marfan syndrome;rs1555397214;Marfan syndrome;Cardiomyopathies;2,83E+11
330;Marfan syndrome;rs1555397661;Marfan syndrome;Cardiomyopathies;2,83E+11
331;Marfan syndrome;rs193922236;Marfan syndrome;Cardiomyopathies;2,83E+11
332;Marfan syndrome;rs193922239;Marfan syndrome;Cardiomyopathies;2,83E+11
333;Marfan syndrome;rs368978109;Marfan syndrome;Cardiomyopathies;2,83E+11
334;Marfan syndrome;rs397515782;Marfan syndrome;Cardiomyopathies;2,83E+11
335;Marfan syndrome;rs730880062;Marfan syndrome;Cardiomyopathies;2,83E+11
336;Marfan syndrome;rs756295016;Marfan syndrome;Cardiomyopathies;2,83E+11
337;Brugada syndrome;rs137854617;Brugada syndrome;Cardiomyopathies;7,04E+11
338;Brugada syndrome 4;rs145638628;Brugada syndrome;Cardiomyopathies;9,11E+11
339;Brugada syndrome (shorter-than-normal QT interval);rs1553695764;Brugada syndrome;Cardiomyopathies;5,84E+11
340;Brugada syndrome;rs182050752;Brugada syndrome;Cardiomyopathies;7,04E+11
341;Brugada syndrome;rs41313703;Brugada syndrome;Cardiomyopathies;7,04E+11
342;Brugada syndrome;rs748097809;Brugada syndrome;Cardiomyopathies;7,04E+11
343;Brugada syndrome;rs762598150;Brugada syndrome;Cardiomyopathies;7,04E+11
344;Brugada syndrome;rs780405533;Brugada syndrome;Cardiomyopathies;7,04E+11
345;Loeys-Dietz syndrome 1;rs184564501;Loeys-Dietz syndrome;Cardiomyopathies;1,42E+12
346;Loeys-Dietz syndrome;rs566913021;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
347;Loeys-Dietz syndrome 2;rs59027673;Loeys-Dietz syndrome;Cardiomyopathies;6,36E+11
348;Loeys-Dietz syndrome;rs886063229;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
349;Familial restrictive cardiomyopathy;rs886046075;Restrictive cardiomyopathy;Cardiomyopathies;1,66E+12
350;short QT syndrome;rs3841509;Short QT syndrome;Cardiomyopathies;8,07E+11
351;Dilated cardiomyopathy 1G;rs1041546705;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
352;Dilated cardiomyopathy 1G;rs1060500461;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
353;Dilated cardiomyopathy 1G;rs1385955660;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
354;Dilated cardiomyopathy 1G;rs140025425;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
355;Dilated cardiomyopathy 1KK;rs140439935;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
356;Dilated cardiomyopathy 1G;rs1436663696;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
357;Dilated cardiomyopathy 1G;rs1553617378;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
358;Dilated cardiomyopathy 1KK;rs200432306;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
359;Primary dilated cardiomyopathy;rs35695986;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
360;Dilated cardiomyopathy 1G;rs368914555;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
361;Dilated cardiomyopathy 1G;rs370368656;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
362;Dilated cardiomyopathy 1G;rs370978752;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
363;Dilated cardiomyopathy 1G;rs371736246;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
364;Dilated cardiomyopathy 1O;rs377704379;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
365;Dilated cardiomyopathy 1G;rs397517486;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
366;Dilated cardiomyopathy 1G;rs527624888;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
367;Dilated cardiomyopathy 1G;rs548015673;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
368;Dilated cardiomyopathy 1G;rs72648219;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
369;Dilated cardiomyopathy 1G;rs72677240;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
370;Dilated cardiomyopathy 1G;rs727503634;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
371;Dilated cardiomyopathy 1G;rs727504609;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
372;Primary dilated cardiomyopathy;rs730880169;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
373;Dilated cardiomyopathy 1W;rs745419923;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
374;Dilated cardiomyopathy 1N;rs752435787;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
375;Dilated cardiomyopathy 1G;rs757300589;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
376;Dilated cardiomyopathy 1DD;rs775062085;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
377;Primary dilated cardiomyopathy;rs869025482;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
378;Primary dilated cardiomyopathy;rs869312028;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
379;Dilated cardiomyopathy 1G;rs878854282;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
380;Dilated cardiomyopathy 1W;rs960017518;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
381;Familial hypertrophic cardiomyopathy 4;rs1052373;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
382;Hypertrophic cardiomyopathy;rs12993099;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
383;Hypertrophic cardiomyopathy;rs140495148;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
384;Familial hypertrophic cardiomyopathy 14;rs144571463;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
385;Familial hypertrophic cardiomyopathy 14;rs144907522;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
386;Familial hypertrophic cardiomyopathy 12;rs145300736;Hypertrophic cardiomyopathy;Cardiomyopathies;2,92E+11
387;Familial hypertrophic cardiomyopathy 10;rs1476443487;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
388;Primary familial hypertrophic cardiomyopathy;rs1555122204;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
389;Hypertrophic cardiomyopathy;rs1555336161;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
390;Familial hypertrophic cardiomyopathy 4;rs193922380;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
391;Hypertrophic cardiomyopathy;rs371061770;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
392;Hypertrophic cardiomyopathy;rs377264123;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
393;Hypertrophic cardiomyopathy;rs377506142;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
394;Hypertrophic cardiomyopathy;rs397515916;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
395;Familial hypertrophic cardiomyopathy 1;rs45478699;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
396;Familial hypertrophic cardiomyopathy 2;rs45578238;Hypertrophic cardiomyopathy;Cardiomyopathies;1,08E+12
397;Hypertrophic cardiomyopathy;rs557878787;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
398;Primary familial hypertrophic cardiomyopathy;rs727503255;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
399;Primary familial hypertrophic cardiomyopathy;rs727504267;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
400;Primary familial hypertrophic cardiomyopathy;rs727504280;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
401;Primary familial hypertrophic cardiomyopathy;rs727504314;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
402;Familial hypertrophic cardiomyopathy 2;rs758543857;Hypertrophic cardiomyopathy;Cardiomyopathies;1,08E+12
403;Hypertrophic cardiomyopathy;rs769453411;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
404;Lipoatrophy with Diabetes Hepatic Steatosis Hypertrophic Cardiomyopathy and Leukomelanodermic Papules;rs80356803;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
405;Hypertrophic cardiomyopathy;rs886055310;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
406;Primary familial hypertrophic cardiomyopathy;rs1057523721;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
407;Primary familial hypertrophic cardiomyopathy;rs148223734;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
408;Primary familial hypertrophic cardiomyopathy;rs1553295387;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
409;Hypertrophic cardiomyopathy;rs372880584;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
410;Hypertrophic cardiomyopathy;rs377272752;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
411;Congenital long QT syndrome;rs120074179;Long QT syndrome;Cardiomyopathies;1,40E+12
412;Long QT syndrome;rs139893914;Long QT syndrome;Cardiomyopathies;1,29E+11
413;Long QT syndrome 11;rs144888041;Long QT syndrome;Cardiomyopathies;1,31E+12
414;Long QT syndrome;rs145895389;Long QT syndrome;Cardiomyopathies;1,29E+11
415;Long QT syndrome;rs149902084;Long QT syndrome;Cardiomyopathies;1,29E+11
416;Long QT syndrome;rs1554425880;Long QT syndrome;Cardiomyopathies;1,29E+11
417;Congenital long QT syndrome;rs17215500;Long QT syndrome;Cardiomyopathies;1,40E+12
418;Long QT syndrome;rs199472727;Long QT syndrome;Cardiomyopathies;1,29E+11
419;Congenital long QT syndrome;rs199472838;Long QT syndrome;Cardiomyopathies;1,40E+12
420;Congenital long QT syndrome;rs199473037;Long QT syndrome;Cardiomyopathies;1,40E+12
421;Congenital long QT syndrome;rs199473099;Long QT syndrome;Cardiomyopathies;1,40E+12
422;Long QT syndrome;rs199473351;Long QT syndrome;Cardiomyopathies;1,29E+11
423;Long QT syndrome 1;rs199473398;Long QT syndrome;Cardiomyopathies;1,21E+12
424;Long QT syndrome 1;rs199473443;Long QT syndrome;Cardiomyopathies;1,21E+12
425;Long QT syndrome;rs374481837;Long QT syndrome;Cardiomyopathies;1,29E+11
426;Long QT syndrome;rs374528680;Long QT syndrome;Cardiomyopathies;1,29E+11
427;Long QT syndrome;rs374991642;Long QT syndrome;Cardiomyopathies;1,29E+11
428;Long QT syndrome;rs534185372;Long QT syndrome;Cardiomyopathies;1,29E+11
429;Long QT syndrome;rs769994025;Long QT syndrome;Cardiomyopathies;1,29E+11
430;Long QT syndrome;rs796052159;Long QT syndrome;Cardiomyopathies;1,29E+11
431;Catecholaminergic polymorphic ventricular tachycardia;rs12594;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
432;Catecholaminergic polymorphic ventricular tachycardia;rs185482345;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
433;Catecholaminergic polymorphic ventricular tachycardia;rs370972311;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
434;Catecholaminergic polymorphic ventricular tachycardia;rs371711564;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
435;Catecholaminergic polymorphic ventricular tachycardia;rs373721253;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
436;Marfan syndrome;rs143024112;Marfan syndrome;Cardiomyopathies;2,83E+11
437;Marfan syndrome;rs1555393514;Marfan syndrome;Cardiomyopathies;2,83E+11
438;Marfan syndrome;rs1555393862;Marfan syndrome;Cardiomyopathies;2,83E+11
439;Marfan syndrome;rs1555397203;Marfan syndrome;Cardiomyopathies;2,83E+11
440;Marfan syndrome;rs1555397216;Marfan syndrome;Cardiomyopathies;2,83E+11
441;Marfan syndrome;rs1555398672;Marfan syndrome;Cardiomyopathies;2,83E+11
442;Marfan syndrome;rs193922183;Marfan syndrome;Cardiomyopathies;2,83E+11
443;Marfan syndrome;rs193922186;Marfan syndrome;Cardiomyopathies;2,83E+11
444;Marfan syndrome;rs193922216;Marfan syndrome;Cardiomyopathies;2,83E+11
445;Severe aortic features in Marfan syndrome;rs2278601;Marfan syndrome;Cardiomyopathies;3,78E+11
446;Marfan syndrome;rs3825792;Marfan syndrome;Cardiomyopathies;2,83E+11
447;Marfan syndrome;rs575922741;Marfan syndrome;Cardiomyopathies;2,83E+11
448;Marfan syndrome;rs794728183;Marfan syndrome;Cardiomyopathies;2,83E+11
449;Brugada syndrome;rs1060501149;Brugada syndrome;Cardiomyopathies;7,04E+11
450;Brugada syndrome;rs151327713;Brugada syndrome;Cardiomyopathies;7,04E+11
451;Brugada syndrome;rs199473144;Brugada syndrome;Cardiomyopathies;7,04E+11
452;Brugada syndrome;rs199473269;Brugada syndrome;Cardiomyopathies;7,04E+11
453;Brugada syndrome 4;rs750387227;Brugada syndrome;Cardiomyopathies;9,11E+11
454;Loeys-Dietz syndrome;rs11466535;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
455;Loeys-Dietz syndrome 1;rs200080374;Loeys-Dietz syndrome;Cardiomyopathies;1,42E+12
456;Loeys-Dietz syndrome 2;rs200124801;Loeys-Dietz syndrome;Cardiomyopathies;6,36E+11
457;Loeys-Dietz syndrome 2;rs35761089;Loeys-Dietz syndrome;Cardiomyopathies;6,36E+11
458;Loeys-Dietz syndrome;rs886045984;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
459;Familial restrictive cardiomyopathy;rs3848618;Restrictive cardiomyopathy;Cardiomyopathies;1,66E+12
460;Familial restrictive cardiomyopathy 3;rs483352833;Restrictive cardiomyopathy;Cardiomyopathies;1,80E+11
461;Dilated cardiomyopathy 1G;rs1032128606;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
462;Dilated cardiomyopathy 1G;rs1057523933;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
463;Dilated cardiomyopathy 1G;rs139992576;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
464;Dilated cardiomyopathy with woolly hair and keratoderma;rs1403332231;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
465;Dilated cardiomyopathy 1G;rs145438758;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
466;Dilated cardiomyopathy 1G;rs1553640072;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
467;Dilated cardiomyopathy 1G;rs371044267;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
468;Dilated cardiomyopathy 1G;rs373355159;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
469;Dilated cardiomyopathy 1G;rs376634193;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
470;Dilated cardiomyopathy 1G;rs397517725;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
471;Dilated cardiomyopathy 1KK;rs529359915;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
472;Dilated cardiomyopathy 1G;rs554231442;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
473;Dilated cardiomyopathy 1G;rs62178963;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
474;Dilated cardiomyopathy 1G;rs72648215;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
475;Primary dilated cardiomyopathy;rs72648265;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
476;Dilated cardiomyopathy 1G;rs72648927;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
477;Primary dilated cardiomyopathy;rs727503602;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
